,link,distance,price
17,https://www.vrbo.com/9174931ha?chkin=2023-12-14&chkout=2023-12-15&d1=2023-12-14&d2=2023-12-15&startDate=2023-12-14&endDate=2023-12-15&x_pwa=1&rfrr=HSR&pwa_ts=1700759211297&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&regionId=183660&destination=Delhi%2C+New+York%2C+United+States+of+America&destType=MARKET&latLong=42.278141%2C-74.915993&privacyTrackingState=CAN_TRACK&searchId=22050452-4c81-499e-bb8c-307d9b7931a9&sort=RECOMMENDED&top_dp=125&top_cur=USD&userIntent=&selectedRoomType=76626645&selectedRatePlan=000090ee721f5ce74496b4378d8ac120f95e&expediaPropertyId=76626645,16.37,$125
19,https://www.vrbo.com/3254818?chkin=2023-12-14&chkout=2023-12-15&d1=2023-12-14&d2=2023-12-15&startDate=2023-12-14&endDate=2023-12-15&x_pwa=1&rfrr=HSR&pwa_ts=1700759211298&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&regionId=183660&destination=Delhi%2C+New+York%2C+United+States+of+America&destType=MARKET&latLong=42.278141%2C-74.915993&privacyTrackingState=CAN_TRACK&searchId=22050452-4c81-499e-bb8c-307d9b7931a9&sort=RECOMMENDED&top_dp=125&top_cur=USD&userIntent=&selectedRoomType=91312516&selectedRatePlan=0004f9b87f16a38f4c19bceedbd732018fb0&expediaPropertyId=91312516,16.37,$125
12,https://www.vrbo.com/2725711?chkin=2023-12-14&chkout=2023-12-15&d1=2023-12-14&d2=2023-12-15&startDate=2023-12-14&endDate=2023-12-15&x_pwa=1&rfrr=HSR&pwa_ts=1700759211293&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&regionId=183660&destination=Delhi%2C+New+York%2C+United+States+of+America&destType=MARKET&latLong=42.278141%2C-74.915993&privacyTrackingState=CAN_TRACK&searchId=22050452-4c81-499e-bb8c-307d9b7931a9&sort=RECOMMENDED&top_dp=125&top_cur=USD&userIntent=&selectedRoomType=76627019&selectedRatePlan=0004e9dcf89cef06488abff026d82e35ba93&expediaPropertyId=76627019,16.37,$125
33,https://www.vrbo.com/2673148?chkin=2023-12-14&chkout=2023-12-15&d1=2023-12-14&d2=2023-12-15&startDate=2023-12-14&endDate=2023-12-15&x_pwa=1&rfrr=HSR&pwa_ts=1700759211308&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&regionId=183660&destination=Delhi%2C+New+York%2C+United+States+of+America&destType=MARKET&latLong=42.278141%2C-74.915993&privacyTrackingState=CAN_TRACK&searchId=22050452-4c81-499e-bb8c-307d9b7931a9&sort=RECOMMENDED&top_dp=250&top_cur=USD&userIntent=&selectedRoomType=75790021&selectedRatePlan=0004d4aaa844aaa046a3b935a42da170fc8a&expediaPropertyId=75790021,16.42,$250
28,https://www.vrbo.com/2597896?chkin=2023-12-14&chkout=2023-12-15&d1=2023-12-14&d2=2023-12-15&startDate=2023-12-14&endDate=2023-12-15&x_pwa=1&rfrr=HSR&pwa_ts=1700759211306&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&regionId=183660&destination=Delhi%2C+New+York%2C+United+States+of+America&destType=MARKET&latLong=42.278141%2C-74.915993&privacyTrackingState=CAN_TRACK&searchId=22050452-4c81-499e-bb8c-307d9b7931a9&sort=RECOMMENDED&top_dp=420&top_cur=USD&userIntent=&selectedRoomType=74128380&selectedRatePlan=00042079f7adf32042a4a165eb172e0e90a9&expediaPropertyId=74128380,16.5,$420
7,https://www.vrbo.com/3096066?chkin=2023-12-14&chkout=2023-12-15&d1=2023-12-14&d2=2023-12-15&startDate=2023-12-14&endDate=2023-12-15&x_pwa=1&rfrr=HSR&pwa_ts=1700759211292&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&regionId=183660&destination=Delhi%2C+New+York%2C+United+States+of+America&destType=MARKET&latLong=42.278141%2C-74.915993&privacyTrackingState=CAN_TRACK&searchId=22050452-4c81-499e-bb8c-307d9b7931a9&sort=RECOMMENDED&top_dp=175&top_cur=USD&userIntent=&selectedRoomType=88867963&selectedRatePlan=0004b6d53c2e2d7740fba06f40b28cb46b72&expediaPropertyId=88867963,17.29,$175
15,https://www.vrbo.com/2585388?chkin=2023-12-14&chkout=2023-12-15&d1=2023-12-14&d2=2023-12-15&startDate=2023-12-14&endDate=2023-12-15&x_pwa=1&rfrr=HSR&pwa_ts=1700759211296&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&regionId=183660&destination=Delhi%2C+New+York%2C+United+States+of+America&destType=MARKET&latLong=42.278141%2C-74.915993&privacyTrackingState=CAN_TRACK&searchId=22050452-4c81-499e-bb8c-307d9b7931a9&sort=RECOMMENDED&top_dp=125&top_cur=USD&userIntent=&selectedRoomType=73757285&selectedRatePlan=00045e37fc00fb764e478a01b3ce7cc063be&expediaPropertyId=73757285,17.82,$125
27,https://www.vrbo.com/2949139?chkin=2023-12-14&chkout=2023-12-15&d1=2023-12-14&d2=2023-12-15&startDate=2023-12-14&endDate=2023-12-15&x_pwa=1&rfrr=HSR&pwa_ts=1700759211304&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&regionId=183660&destination=Delhi%2C+New+York%2C+United+States+of+America&destType=MARKET&latLong=42.278141%2C-74.915993&privacyTrackingState=CAN_TRACK&searchId=22050452-4c81-499e-bb8c-307d9b7931a9&sort=RECOMMENDED&top_dp=318&top_cur=USD&userIntent=&selectedRoomType=83605086&selectedRatePlan=00044d6cdf75af2e49ba8a1b84cd70e7d1fb&expediaPropertyId=83605086,19.37,$318
39,https://www.vrbo.com/2376203?chkin=2023-12-14&chkout=2023-12-15&d1=2023-12-14&d2=2023-12-15&startDate=2023-12-14&endDate=2023-12-15&x_pwa=1&rfrr=HSR&pwa_ts=1700759211313&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&regionId=183660&destination=Delhi%2C+New+York%2C+United+States+of+America&destType=MARKET&latLong=42.278141%2C-74.915993&privacyTrackingState=CAN_TRACK&searchId=22050452-4c81-499e-bb8c-307d9b7931a9&sort=RECOMMENDED&top_dp=360&top_cur=USD&userIntent=&selectedRoomType=69539686&selectedRatePlan=0004c472377c5c4843ec8719b6d155f40219&expediaPropertyId=69539686,19.43,$360
1,https://www.vrbo.com/397703?chkin=2023-12-14&chkout=2023-12-15&d1=2023-12-14&d2=2023-12-15&startDate=2023-12-14&endDate=2023-12-15&x_pwa=1&rfrr=HSR&pwa_ts=1700759211288&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&regionId=183660&destination=Delhi%2C+New+York%2C+United+States+of+America&destType=MARKET&latLong=42.278141%2C-74.915993&privacyTrackingState=CAN_TRACK&searchId=22050452-4c81-499e-bb8c-307d9b7931a9&sort=RECOMMENDED&top_dp=190&top_cur=USD&userIntent=&selectedRoomType=33490957&selectedRatePlan=00042bf197ab065b44c39cc257ec7dcb5504&expediaPropertyId=33490957,19.51,$190
3,https://www.vrbo.com/1831154?chkin=2023-12-14&chkout=2023-12-15&d1=2023-12-14&d2=2023-12-15&startDate=2023-12-14&endDate=2023-12-15&x_pwa=1&rfrr=HSR&pwa_ts=1700759211288&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&regionId=183660&destination=Delhi%2C+New+York%2C+United+States+of+America&destType=MARKET&latLong=42.278141%2C-74.915993&privacyTrackingState=CAN_TRACK&searchId=22050452-4c81-499e-bb8c-307d9b7931a9&sort=RECOMMENDED&top_dp=200&top_cur=USD&userIntent=&selectedRoomType=44424552&selectedRatePlan=00042b4e0da9a83a419888dada84e34cd218&expediaPropertyId=44424552,19.54,$200
31,https://www.vrbo.com/3715885?chkin=2023-12-14&chkout=2023-12-15&d1=2023-12-14&d2=2023-12-15&startDate=2023-12-14&endDate=2023-12-15&x_pwa=1&rfrr=HSR&pwa_ts=1700759211306&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&regionId=183660&destination=Delhi%2C+New+York%2C+United+States+of+America&destType=MARKET&latLong=42.278141%2C-74.915993&privacyTrackingState=CAN_TRACK&searchId=22050452-4c81-499e-bb8c-307d9b7931a9&sort=RECOMMENDED&top_dp=360&top_cur=USD&userIntent=&selectedRoomType=100449560&selectedRatePlan=0004cabe6107a8554e679858b97a742dbee5&expediaPropertyId=100449560,20.0,$360
22,https://www.vrbo.com/2914946?chkin=2023-12-14&chkout=2023-12-15&d1=2023-12-14&d2=2023-12-15&startDate=2023-12-14&endDate=2023-12-15&x_pwa=1&rfrr=HSR&pwa_ts=1700759211302&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&regionId=183660&destination=Delhi%2C+New+York%2C+United+States+of+America&destType=MARKET&latLong=42.278141%2C-74.915993&privacyTrackingState=CAN_TRACK&searchId=22050452-4c81-499e-bb8c-307d9b7931a9&sort=RECOMMENDED&top_dp=295&top_cur=USD&userIntent=&selectedRoomType=83232489&selectedRatePlan=0004dccbe4807eab4c58b3931c7f200e0c85&expediaPropertyId=83232489,20.59,$295
44,https://www.vrbo.com/3650888?chkin=2023-12-14&chkout=2023-12-15&d1=2023-12-14&d2=2023-12-15&startDate=2023-12-14&endDate=2023-12-15&x_pwa=1&rfrr=HSR&pwa_ts=1700759211315&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&regionId=183660&destination=Delhi%2C+New+York%2C+United+States+of+America&destType=MARKET&latLong=42.278141%2C-74.915993&privacyTrackingState=CAN_TRACK&searchId=22050452-4c81-499e-bb8c-307d9b7931a9&sort=RECOMMENDED&top_dp=109&top_cur=USD&userIntent=&selectedRoomType=99572999&selectedRatePlan=00041fd31df64c37441089c4be7063ce5af9&expediaPropertyId=99572999,21.35,$109
29,https://www.vrbo.com/2615440?chkin=2023-12-14&chkout=2023-12-15&d1=2023-12-14&d2=2023-12-15&startDate=2023-12-14&endDate=2023-12-15&x_pwa=1&rfrr=HSR&pwa_ts=1700759211305&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&regionId=183660&destination=Delhi%2C+New+York%2C+United+States+of+America&destType=MARKET&latLong=42.278141%2C-74.915993&privacyTrackingState=CAN_TRACK&searchId=22050452-4c81-499e-bb8c-307d9b7931a9&sort=RECOMMENDED&top_dp=200&top_cur=USD&userIntent=&selectedRoomType=74453909&selectedRatePlan=00041ef24184b82a4049ac6ca7b87c7fd636&expediaPropertyId=74453909,22.6,$200
46,https://www.vrbo.com/2059701?chkin=2023-12-14&chkout=2023-12-15&d1=2023-12-14&d2=2023-12-15&startDate=2023-12-14&endDate=2023-12-15&x_pwa=1&rfrr=HSR&pwa_ts=1700759211317&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&regionId=183660&destination=Delhi%2C+New+York%2C+United+States+of+America&destType=MARKET&latLong=42.278141%2C-74.915993&privacyTrackingState=CAN_TRACK&searchId=22050452-4c81-499e-bb8c-307d9b7931a9&sort=RECOMMENDED&top_dp=500&top_cur=USD&userIntent=&selectedRoomType=57816563&selectedRatePlan=0004c1cbecfb61da4ec7bd65f34a64230636&expediaPropertyId=57816563,24.74,$500
14,https://www.vrbo.com/2724973?chkin=2023-12-14&chkout=2023-12-15&d1=2023-12-14&d2=2023-12-15&startDate=2023-12-14&endDate=2023-12-15&x_pwa=1&rfrr=HSR&pwa_ts=1700759211296&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&regionId=183660&destination=Delhi%2C+New+York%2C+United+States+of+America&destType=MARKET&latLong=42.278141%2C-74.915993&privacyTrackingState=CAN_TRACK&searchId=22050452-4c81-499e-bb8c-307d9b7931a9&sort=RECOMMENDED&top_dp=92&top_cur=USD&userIntent=&selectedRoomType=76621555&selectedRatePlan=0004da6f6dfaf92a4e9cbdeb9f6f853620c4&expediaPropertyId=76621555,25.76,$92
23,https://www.vrbo.com/3374360?chkin=2023-12-14&chkout=2023-12-15&d1=2023-12-14&d2=2023-12-15&startDate=2023-12-14&endDate=2023-12-15&x_pwa=1&rfrr=HSR&pwa_ts=1700759211301&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&regionId=183660&destination=Delhi%2C+New+York%2C+United+States+of+America&destType=MARKET&latLong=42.278141%2C-74.915993&privacyTrackingState=CAN_TRACK&searchId=22050452-4c81-499e-bb8c-307d9b7931a9&sort=RECOMMENDED&top_dp=399&top_cur=USD&userIntent=&selectedRoomType=93173812&selectedRatePlan=0004f2407eb0129e46f3aaa036e6e634d06f&expediaPropertyId=93173812,26.54,$399
24,https://www.vrbo.com/4941140ha?chkin=2023-12-14&chkout=2023-12-15&d1=2023-12-14&d2=2023-12-15&startDate=2023-12-14&endDate=2023-12-15&x_pwa=1&rfrr=HSR&pwa_ts=1700759211302&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&regionId=183660&destination=Delhi%2C+New+York%2C+United+States+of+America&destType=MARKET&latLong=42.278141%2C-74.915993&privacyTrackingState=CAN_TRACK&searchId=22050452-4c81-499e-bb8c-307d9b7931a9&sort=RECOMMENDED&top_dp=625&top_cur=USD&userIntent=&selectedRoomType=34003582&selectedRatePlan=000017617a10344b4d26a777338e51ea8a8c&expediaPropertyId=34003582,26.83,$625
37,https://www.vrbo.com/2596597?chkin=2023-12-14&chkout=2023-12-15&d1=2023-12-14&d2=2023-12-15&startDate=2023-12-14&endDate=2023-12-15&x_pwa=1&rfrr=HSR&pwa_ts=1700759211311&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&regionId=183660&destination=Delhi%2C+New+York%2C+United+States+of+America&destType=MARKET&latLong=42.278141%2C-74.915993&privacyTrackingState=CAN_TRACK&searchId=22050452-4c81-499e-bb8c-307d9b7931a9&sort=RECOMMENDED&top_dp=850&top_cur=USD&userIntent=&selectedRoomType=74118982&selectedRatePlan=0004f9ed1382a35a4cc698b14fab955d282f&expediaPropertyId=74118982,27.15,$850
34,https://www.vrbo.com/3498943?chkin=2023-12-14&chkout=2023-12-15&d1=2023-12-14&d2=2023-12-15&startDate=2023-12-14&endDate=2023-12-15&x_pwa=1&rfrr=HSR&pwa_ts=1700759211309&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&regionId=183660&destination=Delhi%2C+New+York%2C+United+States+of+America&destType=MARKET&latLong=42.278141%2C-74.915993&privacyTrackingState=CAN_TRACK&searchId=22050452-4c81-499e-bb8c-307d9b7931a9&sort=RECOMMENDED&top_dp=495&top_cur=USD&userIntent=&selectedRoomType=95951104&selectedRatePlan=0004910b57543e464bd4ac6122d6eb9dd8bd&expediaPropertyId=95951104,27.57,$495
35,https://www.vrbo.com/9468410ha?chkin=2023-12-14&chkout=2023-12-15&d1=2023-12-14&d2=2023-12-15&startDate=2023-12-14&endDate=2023-12-15&x_pwa=1&rfrr=HSR&pwa_ts=1700759211309&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&regionId=183660&destination=Delhi%2C+New+York%2C+United+States+of+America&destType=MARKET&latLong=42.278141%2C-74.915993&privacyTrackingState=CAN_TRACK&searchId=22050452-4c81-499e-bb8c-307d9b7931a9&sort=RECOMMENDED&top_dp=275&top_cur=USD&userIntent=&selectedRoomType=54134131&selectedRatePlan=0000885c9796937d411da97477ef6bf5c2b8&expediaPropertyId=54134131,27.58,$275
43,https://www.vrbo.com/3712460?chkin=2023-12-14&chkout=2023-12-15&d1=2023-12-14&d2=2023-12-15&startDate=2023-12-14&endDate=2023-12-15&x_pwa=1&rfrr=HSR&pwa_ts=1700759211315&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&regionId=183660&destination=Delhi%2C+New+York%2C+United+States+of+America&destType=MARKET&latLong=42.278141%2C-74.915993&privacyTrackingState=CAN_TRACK&searchId=22050452-4c81-499e-bb8c-307d9b7931a9&sort=RECOMMENDED&top_dp=119&top_cur=USD&userIntent=&selectedRoomType=100403902&selectedRatePlan=0004be663c9473e549588858ad9e8673ac57&expediaPropertyId=100403902,28.06,$119
49,https://www.vrbo.com/9894876ha?chkin=2023-12-14&chkout=2023-12-15&d1=2023-12-14&d2=2023-12-15&startDate=2023-12-14&endDate=2023-12-15&x_pwa=1&rfrr=HSR&pwa_ts=1700759211288&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&regionId=183660&destination=Delhi%2C+New+York%2C+United+States+of+America&destType=MARKET&latLong=42.278141%2C-74.915993&privacyTrackingState=CAN_TRACK&searchId=22050452-4c81-499e-bb8c-307d9b7931a9&sort=RECOMMENDED&top_dp=503&top_cur=USD&userIntent=&selectedRoomType=100402618&selectedRatePlan=00004f61624fa34648968221db8ec2087205&expediaPropertyId=100402618,28.51,$503
42,https://www.vrbo.com/2695231?chkin=2023-12-14&chkout=2023-12-15&d1=2023-12-14&d2=2023-12-15&startDate=2023-12-14&endDate=2023-12-15&x_pwa=1&rfrr=HSR&pwa_ts=1700759211315&referrerUrl=aHR0cHM6Ly93d3cudnJiby5jb20vSG90ZWwtU2VhcmNo&useRewards=true&adults=2&regionId=183660&destination=Delhi%2C+New+York%2C+United+States+of+America&destType=MARKET&latLong=42.278141%2C-74.915993&privacyTrackingState=CAN_TRACK&searchId=22050452-4c81-499e-bb8c-307d9b7931a9&sort=RECOMMENDED&top_dp=350&top_cur=USD&userIntent=&selectedRoomType=76250333&selectedRatePlan=00047e4dd73ec09f49c9b585884905d7c5a4&expediaPropertyId=76250333,29.49,$350
